State Name,District Name,Block Name,Panchayat Name,Village Name,Habitation Name,Quality Parameter,Year
ASSAM,SIBSAGAR,LAKWA,HOLOWPHUKAN,HULAL,PANIJAN,Iron,1/4/2011
ASSAM,DARRANG,PUB-MANGALDAI,DHULA,TANGNI JHAR,PACHIM CHUBA,Iron,1/4/2010
RAJASTHAN,BARMER,SINDHARY,KHUDASA,BAKSHE KA TALA,BHEELON KI DHANI,Salinity,1/4/2010
TRIPURA,DHALAI  ,CHAWMANU,MANIKPUR,NIJA CH. KR. PARA,NADIRAI ROAJA PARA,Iron,1/4/2010
BIHAR,MUNGER,JAMALPUR,INDRUKH(EAST),HALIMPUR,HALIMPUR,Iron,1/4/2010
ASSAM,KAMRUP,CHHAYGAON,BAMUNIGAON,DHANIAGAON.,DHANIAGAON,Iron,1/4/2009
ASSAM,UDALGURI,KHAIRABARI,TAMESWAR,SUKULIAPARA,NO. 1 SUKLAI PARA BENGALI,Iron,1/4/2012
RAJASTHAN,BARMER,SINDHARY,ADARSHA CHAWA,HANUMAN SAGAR,HANUMAN SAGAR,Salinity,1/4/2009
ASSAM,DIBRUGARH,LAHOWAL,HELOIDHARI,BOKUL MAJ GAON,HAZARIKA CHUK,Iron,1/4/2012
CHATTISGARH,DHAMTARI,DHAMTARI,BHAWARMARA,BHAWARMARA,MAIN HABITAT,Iron,1/4/2010
MADHYA PRADESH,SEHORE,ASHTA,SIDDIQ GUNJ,SIDDIQUEGANJ,SIDDIQ GUNJ,Fluoride,1/4/2011
RAJASTHAN,BARMER,BAITU,SINGORIYA,HARKHALI,GORAL,Salinity,1/4/2011
ASSAM,GOALPARA,DUDHNAI,TIPLAI,TIPLI PT-III,TILAPARA,Iron,1/4/2011
RAJASTHAN,NAGAUR,PARBATSAR,BAJWAS,BAJWAS,KONA PEDIWAL KI DHANI,Fluoride,1/4/2010
RAJASTHAN,JODHPUR,OSIAN,BHESER KOTWALI,BHAINSER KOOTRI,MEGHWALO KD,Fluoride,1/4/2010
ORISSA,KORAPUT,BORIGUMA,HORDOLEI,BODOMAJHIGUDA,BODOMAJHIGUDA,Iron,1/4/2011
TRIPURA,SOUTH TRIPURA,RUPAICHARI,PURBA LUDHUA,TEA GARDEN,ANANDA PARA,Iron,1/4/2010
RAJASTHAN,JODHPUR,BALESAR,BHALOO RAJWA,BHALOO KALAN,SOHANJIRO KD,Salinity,1/4/2010
ASSAM,BARPETA,CHAK-CHAKA,NICHUKA,UTTAR GANAKGURI,PATOWARI SUBA,Iron,1/4/2011
ORISSA,Nayagarh,KHANDAPADA,BADA BANAPUR,BADABANAPUR,BADABANAPUR,Iron,1/4/2010
WEST BENGAL,JALPAIGURI,MAYNAGURI,BURNESH,DAKSHIN PUTIMARI,PANGERAR BARI,Iron,1/4/2011
ASSAM,JORHAT,JORHAT NORTH WEST,MADHYA  SARUCHARAI  G.P.,SARUCHARAI  NO.2,PORBOTIA  GRANT,Iron,1/4/2011
MADHYA PRADESH,DHAR,SARDARPUR,JOLANA,JAULANA,NAHARPURA,Fluoride,1/4/2012
ORISSA,KORAPUT,JEYPORE,JAYANTGIRI,JAYANTIGIRI,DHOLIAGUDA,Iron,1/4/2010
ORISSA,CUTTACK,TANGI AND CHOUDWAR,SALAGAON.,BEGUNIADIHA,BEGUNIADIHA,Iron,1/4/2011
ASSAM,KOKRAJHAR,KACHUGAON,POLASHGURI,MATIPARA-II,BHIMAPARA,Iron,1/4/2011
ORISSA,PURI,NIMAPARA,DHANUA,GARAPADA,GARAPADA,Iron,1/4/2012
ORISSA,BALESHWAR,BHOGORAI,DEHURDA,NIDHUBANI,NIDHUBANI,Salinity,1/4/2010
WEST BENGAL,COOCHBEHAR,SITAI,BRAHMATTAR CHATRA,NUTANBAS,NUTAN BAS,Iron,1/4/2011
BIHAR,SUPAUL,RAGHOPUR,BAURAHA,BAURAHA,BAURAHA,Iron,1/4/2010
BIHAR,PURNIA,BHAWANIPUR,GONDWARA PATKELI,SHEKHPURA,SOUTARI,Iron,1/4/2010
KARNATAKA,MANDYA,PANDAVAPURA,BALAGHATTA,PAGADEKALLAHALLI,PAGADEKALLAHALLI,Iron,1/4/2010
CHATTISGARH,BASTAR,KONDAGAON,BADEBANJODA,BADEBANJODA,AWAS PARA,Iron,1/4/2009
ORISSA,KHORDHA,BHUBANESWAR,PAIKERAPUR,PAIKARAPUR,BHOI SAHI,Iron,1/4/2009
CHATTISGARH,BASTAR,MAKDI,KANTAGAON,KATAGAON,BAZAR PARA,Iron,1/4/2010
RAJASTHAN,BARMER,BAITU,SHAHAR,GOGAJI KA MANDIR,GODARO KD,Salinity,1/4/2011
ASSAM,SIBSAGAR,AMGURI,BORSILA,TIPHUK BAGICHA,TIPHUK CHAH BAGICHA (NO. 4 LINE),Iron,1/4/2010
ORISSA,JAJAPUR,DASARATHPUR,SUSUA,ISWAR PUR,TRIPATHYSAHI,Salinity,1/4/2010
ASSAM,BAKSHA,JALAH,JALAH,ANCHALI,UTTAR ANCHALI,Iron,1/4/2009
RAJASTHAN,JODHPUR,BALESAR,DERA,HAPASAR,GUDEJIRON BHEELO KD,Salinity,1/4/2009
UTTAR PRADESH,BALLIA,BAIRIYA,NAUKA GAON,NAUKA GAON,MOHAN CHHAPRA,Arsenic,1/4/2010
ORISSA,Jagatsinghapur,ERSAMA,KRUSHNACHANDRAPUR,Nimola,NIMOL,Iron,1/4/2009
RAJASTHAN,JALOR,RANIWARA,GANG,MANDARDI,MANDARDI,Fluoride,1/4/2011
RAJASTHAN,BHARATPUR,SEWAR,BILOTHI,SENTHRA,SENTHRA,Salinity,1/4/2012
RAJASTHAN,UDAIPUR,DHARIAWAD,LAKUKALEVA,TAKHATPURA,TAKHATPURA,Nitrate,1/4/2010
ASSAM,SONITPUR,CHATIA,PUB-NAGSANKAR,DIPLONGA NO.2,DIPLONGA CHARAIJONIA DAS CHUBA,Iron,1/4/2009
BIHAR,ARARIA,PALASI,DEHTI SOUTH & NORTH,DEHTI,ARAR BARI,Iron,1/4/2010
WEST BENGAL,NORTH 24 PARAGANAS,BAGDA,SINDRANI,SINDRANI,NATUN PARA,Arsenic,1/4/2011
RAJASTHAN,DUNGARPUR,SAGWARA,BHEELOORA,BHEELOORA,PADA FALA,Nitrate,1/4/2009
BIHAR,BANKA,BAUSI,KURARO,KURARO,SINGESHWARI,Fluoride,1/4/2009
RAJASTHAN,JODHPUR,BHOPALGARH,GARASANI,GARASANI,GOVINDRA MAGRA,Fluoride,1/4/2012
BIHAR,ARARIA,NARPATGANJ,POSDAHA,POSDAHA,POSDAHA,Iron,1/4/2012
RAJASTHAN,SIKAR,FATEHPUR,GORIYA BARA,GORIYA CHHOTA,GODIYA CHHOTA,Fluoride,1/4/2009
ASSAM,JORHAT,TITABAR,BEKAJAN,KAKADONGA  NO.I. HABIGAON,7 NO. BLOCK,Arsenic,1/4/2009
TRIPURA,SOUTH TRIPURA,MATABARI,ADIPUR,MALUM RAI PARA,6-GHARIA,Iron,1/4/2011
RAJASTHAN,BHARATPUR,NAGAR,LADAMKA,LADAMKA,LADAMKA,Salinity,1/4/2011
CHATTISGARH,BASTAR,KONDAGAON,TEKAPAL,MATWAL,BAZAR PARA,Iron,1/4/2010
WEST BENGAL,BIRBHUM,MOHAMMAD BAZAR,KAPISTA,MURALPUR,MURALPUR,Iron,1/4/2011
RAJASTHAN,JODHPUR,OSIAN,OSIAN,JATIPURA,REWANI NADI,Fluoride,1/4/2011
UTTAR PRADESH,GHAZIPUR,SADAT,BHARUPUR,SARAI MODAK,SARAI MODAK,Fluoride,1/4/2009
KARNATAKA,BELLARY,HADAGALLI,KURUVATTHI,HARAVI,HARAVI,Fluoride,1/4/2009
RAJASTHAN,BARMER,BAITU,KAWAS,MADPURA SANI,DHAKA KD,Salinity,1/4/2011
BIHAR,JAMUI,JHAJHA,KARAHARA,BALA PANDAR,LOWER TOLA,Fluoride,1/4/2011
RAJASTHAN,BARMER,BARMER,PANDHI KA PAR,SURALI,BURAN KI DHANI,Salinity,1/4/2010
ASSAM,DARRANG,PACHIM-MANGALDAI,AOULACHOUKA,KUIAPANI,KUYAPANI CHUBA,Iron,1/4/2009
KARNATAKA,RAICHUR,MANVI,AROLI,ADAVIKHANAPUR,ADAVIKHANAPUR,Fluoride,1/4/2011
RAJASTHAN,JODHPUR,OSIAN,MATORA,LAKHETA,VISHNOI CHENANIYO KD TW,Salinity,1/4/2010
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,NARAULI CHAUR,BHANWARKI,BHANWARKI,Fluoride,1/4/2009
BIHAR,KISHANGANJ,POTHIA,GOKULMAL,KALIDAS,JHULIBHITA,Iron,1/4/2009
RAJASTHAN,BHILWARA,BHILWARA,RAMPURIYA,RAMPURIYA,NAYA KHERA,Fluoride,1/4/2009
ORISSA,SUNDARGARH,NUAGAON,BARILEPTA,BARILEPTA,GP OFFICE,Iron,1/4/2012
KARNATAKA,DAKSHIN KANNAD,PUTTUR,BELANDURU,KAIMANA,KAIMANA,Iron,1/4/2010
KARNATAKA,CHITRADURGA,HOSADURGA ,DEVIGERE ,GUTIKATTE,GUTIKATTE,Nitrate,1/4/2011
PUNJAB,JALANDHAR,JALANDHAR WEST,KARARI,KURARI,KARARI,Salinity,1/4/2009
MADHYA PRADESH,MANDLA,MAWAI,MAWAI,MAWAI JAR,AMA TOLA,Fluoride,1/4/2009
KARNATAKA,BELLARY,SANDUR,METRIKI,MALLAPURA,MALLAPURA,Fluoride,1/4/2012
ORISSA,Kendrapara,Rajnagar,BANDHAPADA,SANTHAPADA,Santhapada,Iron,1/4/2010
RAJASTHAN,BARMER,BALOTRA,REWADA MAIYA,REWARA JETMALA,HARI SINGH KI DHANI,Salinity,1/4/2009
RAJASTHAN,JAISALMER,SAM,HARNAU,JHANDA KHARA,ALISHER KD,Salinity,1/4/2012
KARNATAKA,CHIKMAGALUR,CHICKMAGALUR,KELAGUR,BALEHALLI,BARIKERE,Iron,1/4/2011
ORISSA,Kendrapara,Kendrapada,BARO,BARO,BEHERA SAHI,Iron,1/4/2010
ORISSA,BALESHWAR,BHANAGA,KHARASAHAPUR,KHARASAHAPUR,KHARASAHAPUR,Iron,1/4/2009
RAJASTHAN,CHITTAURGARH,RASHMI,ARNI,GOPALPURA KALAN,GOPALPURA,Fluoride,1/4/2012
UTTAR PRADESH,ETAH,JALESAR,RAMGARH URF UMMERGARH,RAMGARH URF UMMERGARH,N GUMANI,Salinity,1/4/2009
KARNATAKA,KOPPAL ,KUSHTAGI,HANUMASAGAR,HANUMASAGAR,HANUMASAGAR,Fluoride,1/4/2009
ASSAM,DIBRUGARH,JOYPUR,DHADUMIA,GETHUPATHAR HAJUAPATHAR,LABOUR CHUCK NO.2,Iron,1/4/2009
ARUNACHAL PRADESH,WEST SIANG,KAYING-PAYUM,GASHENG,GASHENG,GASHENG,Iron,1/4/2009
WEST BENGAL,BANKURA,SARENGA,NETURPUR,RAJAKHAS,RAJHAKHAS,Iron,1/4/2009
CHATTISGARH,DANTEWADA,GEEDAM,CHOTETUMNAR,CHHOTETUMAR,NANGAPARA,Iron,1/4/2009
MADHYA PRADESH,DHAR,NISARPUR,LOHARI,LOHARI,MARIJAN MOHALLA,Fluoride,1/4/2012
RAJASTHAN,KARAULI,NADOTI,RAJAHERA,MUHANA,MUHANA,Salinity,1/4/2009
ORISSA,MAYURBHANJ,KHUNTA,DHANGHERA,BHARADADIHI,BHARADA DIHI,Iron,1/4/2009
RAJASTHAN,JODHPUR,OSIAN,BAORI,BAORI,CHARAN GODARO KD,Fluoride,1/4/2012
ORISSA,PURI,PIPILI,RUPADEIPUR,ALARPUR,PANDASAHI,Iron,1/4/2009
ORISSA,MAYURBHANJ,SULEIPADA,KUJIDIHI,ASANBANI,ASANBANI,Iron,1/4/2012
RAJASTHAN,SAWAI MADHOPUR,BONLI,MITRAPURA,CHAK DHAKRA,CHAK DHAKRA,Salinity,1/4/2012
ASSAM,NAGAON,RAHA,CHAPARMUKH,KACHOWA GAON,KACHUA,Iron,1/4/2009
ORISSA,JHARSUGUDA,LAIKERA,TILEIMAL,BADHURIAM,DHIUBENPADA,Iron,1/4/2009
CHHATTISGARH,BEMETARA,SAJA,KEHKA,CHORBHATTI,CHORBHATTI,Salinity,1/4/2012
RAJASTHAN,BARMER,BALOTRA,BANIYAWAS,PATASAR,KHIYARAM MUNO KI DHANI,Salinity,1/4/2010
ORISSA,MAYURBHANJ,KARANJIA,BADADEULI,BHANRA,HOODI SAHI,Iron,1/4/2010
BIHAR,MUNGER,KHARAGPUR,AGRAHAN,BIRAJPUR,ADIWASI TOLA,Iron,1/4/2009
RAJASTHAN,BARMER,BARMER,DHARASAR,ADARSH DHARASAR,SIYAGO KI DHANI,Salinity,1/4/2009
WEST BENGAL,SOUTH 24 PARGANAS,KULPI,RAMKRISHNAPUR,GARANKATI,GARANKATI BHOWMICK AND DAS PARA,Iron,1/4/2009
WEST BENGAL,BANKURA,RAIPUR,SHYAMSUNDARPUR,SHYAMSUNDARPUR,SHYAMSUNDARPUR,Iron,1/4/2012
ASSAM,JORHAT,JORHAT,DAKHIN THENGAL,DAIJAN GRANT,KAMARBONDHA OFFICE LINE,Arsenic,1/4/2009
BIHAR,ARARIA,FORBESGANJ,JHIRUA EAST,JHIRWA PURWARI,JHIRWA PURWARI,Iron,1/4/2009
ASSAM,DHEMAJI,SISSIBARGAON,SIMENMUKH,NO.4 MAJAR BARI,LAMABASTI,Iron,1/4/2009
UTTAR PRADESH,UNNAO,PURWA,BHATMAU,GADHA KOLA,GADHA KOLA,Fluoride,1/4/2009
ASSAM,DIBRUGARH,KHOWANG,MORAN DIKHARI,NO.2 MIRIHULA GAON,TINIALI CHUCK,Iron,1/4/2010
BIHAR,BEGUSARAI,BHAGWANPUR,MOKHTIYARPUR,MANUPUR,MANOPUR,Iron,1/4/2012
ORISSA,NABARANGAPUR,NANDAHANDI,MALIGUDA,BANIA,PUJARIGUDA,Iron,1/4/2010
ORISSA,BAUDH,KANTAMAL,BARA GAON,BARAGAM,BARA GAON,Iron,1/4/2009
KERALA,KASARAGOD,KASARAGOD,CHENGALA,CHENGALA,WARD XII,Iron,1/4/2009
RAJASTHAN,BARMER,BARMER,DERASAR,MITHARIYO KI BASTI,RAMANI BANA JATON KI DHANI,Salinity,1/4/2011
RAJASTHAN,BANSWARA,ANANDPURI,UDAIPURA BARA,PEETHA PURA,PEETHA PURA,Fluoride,1/4/2011
RAJASTHAN,BARMER,BALOTRA,DHANI SHNKHALA,RAWALI DHANI,VIRAD SINGH DHADHU,Salinity,1/4/2012
WEST BENGAL,SOUTH 24 PARGANAS,DIAMOND HARBOUR - II,BHODURA HARIDAS,SANKARPARULIA,AMRITA KUNDU,Salinity,1/4/2009
GUJARAT,ANAND  ,PETLAD,DANTELI - 79,DANTELI,DANTELI,Nitrate,1/4/2010
RAJASTHAN,BARMER,BAITU,PARAU,BENIWALO KI DHANI,SHARANO KI DHANI,Salinity,1/4/2009
ORISSA,BHADRAK,TIHIDI,TALAGOPABINDHA,TALAGOPBINDHA,TALAGOPABINDHA,Iron,1/4/2010
BIHAR,SUPAUL,CHHATAPUR,MADHOPUR,MADHOPUR,SARDAR TOLA,Iron,1/4/2010
TRIPURA,WEST TRIPURA,HEZAMARA,TUICHAMONGKARAI,GAYA CHANDRA PARA,1NO BUDHARAI PARA,Iron,1/4/2012
ARUNACHAL PRADESH,LOHIT,LEKANG,LEKANG,SENGIBEEL,SENGIBEEL,Iron,1/4/2010
RAJASTHAN,BARMER,SIWANA,SILORE,DAVELARI,DEVLIYALI,Salinity,1/4/2012
TRIPURA,WEST TRIPURA,JIRANIA,SANTINAGAR,RAMBAKTA PARA,BHARAT CHANDRA PARA,Iron,1/4/2012
ASSAM,LAKHIMPUR,DHAKUAKHANA,PUB - DHAKUAKHANA,ABHOYPUR NAHARANI,ABHOYPUR NAHARANI NC,Iron,1/4/2009
BIHAR,NAWADA,SIRDALA,KHATANGI,MARRHI KALAUNDA,KALAUNDA,Fluoride,1/4/2011
CHHATTISGARH,BILASPUR,MASTURI,PANDHI,PANDHI,CHARPAR,Iron,1/4/2012
BIHAR,KATIHAR,KATIHAR,DALAN(EAST / WEST),DALAN,HIRDAYAGANJ,Iron,1/4/2011
RAJASTHAN,BARMER,BARMER,KANTAL KA PAR,KANTAL KA PAR,KANTAL KI PAR,Salinity,1/4/2012
WEST BENGAL,NADIA,SANTIPUR,HARIPUR,CHAK RAGHUNATHPUR,CHAR RAGHUNATHPUR / MUSLIM PARA,Arsenic,1/4/2010
WEST BENGAL,BANKURA,PATRASAYER,BALSI-I,KARAJBANI,KARAJABONI TILE PARA,Iron,1/4/2009
RAJASTHAN,JODHPUR,MANDOR,ROHILLA KALLAN,MOKALAWAS,DHARM PURA BHILLO K D,Salinity,1/4/2010
RAJASTHAN,JODHPUR,SHERGARH,BHANDU JATI,BHANDOO JATI,DADI DAUDI KD,Salinity,1/4/2010
WEST BENGAL,PASCHIM MEDINIPUR,JAMBONI,PARIHATI,HARPASAL,HARPASOL,Iron,1/4/2010
KARNATAKA,CHIK BALLAPUR,BAGEPALLI,JULAPALYA,GUMMALAPALLI,NAGARALU,Fluoride,1/4/2009
ORISSA,SUNDARGARH,TANGARPALI,UJALPUR,JHARIAPALI,JHARIAPALI,Iron,1/4/2012
ORISSA,KORAPUT,JEYPORE,KALIAGAON,KALIAGAM,PANASGUDA,Iron,1/4/2009
CHHATTISGARH,KORBA,PODI UPARODA,LAMNA,CHOTIYA,TIKRAPARA,Iron,1/4/2012
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,SONARI,GOWALA PATHAR NO 3,GOWALAPATHAR NO 3,Iron,1/4/2011
BIHAR,ARARIA,ARARIA,MADAN PUR E/W,MADANPUR,CHANDBHAG,Iron,1/4/2009
RAJASTHAN,BARMER,SHEO,KASHMIR,KASHMIR,SARNO KI DHANI,Salinity,1/4/2009
MADHYA PRADESH,SEONI,KEOLARI,KEOLARI,KEOLARI,KEOLARI,Fluoride,1/4/2011
ORISSA,KENDUJHAR,BANSPAL,SUAKATI,SUAKATI,SCHOOLSAHI,Iron,1/4/2010
ASSAM,GOALPARA,LAKHIPUR,ROWKHOWA,CHULAR CHAR,PATANTUPI,Iron,1/4/2009
MAHARASHTRA,THANE,AMBARNATH,MANGRUL,MANGRUL,MANGRUL,Iron,1/4/2011
ORISSA,MAYURBHANJ,THAKURMUNDA,THAKURMUNDA,JAMURALIA,PATRA SAHI,Iron,1/4/2011
RAJASTHAN,TONK,TONK,CHHAN,CHHAN,DHANI BAIRWA,Fluoride,1/4/2011
ASSAM,DARRANG,SIPAJHAR,TORAI,NIRANCHUBA,DAKHIN NIRAN CHUBA,Iron,1/4/2012
ORISSA,BALESHWAR,KHAIRA,BAUNSAGADIA,BAUNSAGADIA,RAMDA,Iron,1/4/2009
RAJASTHAN,JODHPUR,BILARA,RANSI GAON,RANSI GAON,MIRDHA FARM,Fluoride,1/4/2009
ORISSA,MAYURBHANJ,KAPTIPADA,MANKADAPADA,PARASBADI,PARSABADI,Iron,1/4/2009
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,DHOLI,GIDHANI,MUSLIM TOLA,Iron,1/4/2011
ORISSA,KANDHAMAL,RAIKIA,INDRAGADA,BADAINDRAGADA,BARAPALLI (NUA SAHI),Iron,1/4/2011
RAJASTHAN,JODHPUR,BALESAR,UTAMBER,ISLAMNAGAR,MUSE KHAN KALRO KD,Fluoride,1/4/2009
BIHAR,SUPAUL,NIRMALI,KUNAOLEE,KUNALI,HARIJAN TOLA II,Iron,1/4/2011
ORISSA,PURI,KRUSHNAPRASAD,TITIPA,DEULAPADA,BAURI SAHI,Iron,1/4/2011
BIHAR,BANKA,BARAHAT,KHARIYARA,FULAHRA,KAMAL PUR,Iron,1/4/2009
TRIPURA,SOUTH TRIPURA,AMARPUR,RANGAMATI,CO-OPERITIVE,DAKSHIN SAMATAL,Iron,1/4/2011
ORISSA,PURI,KRUSHNAPRASAD,MANIKA,PADANPUR,RAIPUR,Salinity,1/4/2010
BIHAR,SAHARSA,MAHISHI,MAHI SARHO,MAHESRAHO,HIGH SCHOOL TOLA,Iron,1/4/2009
ASSAM,UDALGURI,KHAIRABARI,TAMESWAR,NIZ CHINAKONA,HAGRAMARI CHUBA,Iron,1/4/2012
RAJASTHAN,BUNDI,HINDOLI,OWAN,OWAN,LAGDADA,Salinity,1/4/2011
ORISSA,JAJAPUR,JAJPUR,PANASA,KORAKARA,MOHANTY SAHI,Iron,1/4/2009
WEST BENGAL,BANKURA,SONAMUKHI,KOACHDIHI,BHULA,BHULA,Iron,1/4/2010
ANDHRA PRADESH,KADAPA(11),RAMAPURAM (37),GOPAGUDIPALLI(02),GOPAGUDIPALLI(002 ),GOPAGUDIPALLI(1115337002010200),Fluoride,1/4/2010
KARNATAKA,GULBARGA,CHINCHOLI,ANWAR,GANGANPALLI,GANGANPALLI,Nitrate,1/4/2011
BIHAR,PURNIA,BAISA,KANJIA,KALTHIA,KOWATOLI,Iron,1/4/2009
ORISSA,Kendrapara,Rajnagar,TALACHUA,Rajpatana,RAJAPATNA,Iron,1/4/2011
ASSAM,KARIMGANJ,NORTH KARIMGANJ,AKBARPUR,PRASADPUR,PRASHARPUR,Iron,1/4/2011
RAJASTHAN,CHITTAURGARH,BHUPALSAGAR,USROL,LOONERA,MANA KHERA,Fluoride,1/4/2012
BIHAR,SUPAUL,MARAUNA,LALMINIYA,RASUAR,RASUAR,Iron,1/4/2012
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,KACHUPOTHAR,BORAHI GAON,GOGOI CHUK,Iron,1/4/2010
RAJASTHAN,BARMER,DHORIMANA,BAMNORE,MITHABERA,BALIYARO & SUTHARO KI DHANI,Salinity,1/4/2009
RAJASTHAN,JODHPUR,OSIAN,HATUNDI,HATUNDI,DURGO BABA KI DHANI,Salinity,1/4/2009
ASSAM,BAKSHA,DHAM DHAMA,60 NO CHAULKARA,BENCHIMARI,DAKHIN BENCHIMARI,Iron,1/4/2009
RAJASTHAN,BARMER,SHEO,KHABDALA,KHABDALA,SAGORANI,Salinity,1/4/2009
BIHAR,GAYA,TIKARI,MAHMANNA,BAZIDPUR,BAZIDPUR,Fluoride,1/4/2009
MADHYA PRADESH,JHABUA,PETLAWAD,MOHANKOT,MOHANKOT,JAMPADA,Fluoride,1/4/2010
CHATTISGARH,BASTAR,BADERAJPUR,TITRAWAND,TITIRWAND,PLOT PARA,Iron,1/4/2009
CHATTISGARH,JASHPUR,BAGICHA,RAMSAMA,RAMSAMA,JARHATOLI,Iron,1/4/2011
CHHATTISGARH,DANTEWADA,DANTEWADA,GANJENAR,GANJENAR,ITA PARA-2,Iron,1/4/2012
RAJASTHAN,KOTA,SULTANPUR,DOONGARJA,KACHOLIYA,MAJARA CHAKKI BASTI,Salinity,1/4/2010
BIHAR,KISHANGANJ,DIGHALBANK,KARUA MANI,SURIBHITA,SURI BHITTA NORTH,Iron,1/4/2009
RAJASTHAN,BARMER,SINDHARY,NOSAR,NOSHAR,MALIYO KI DHANI,Salinity,1/4/2010
BIHAR,SAHARSA,NAUHATTA,KHARKA TELWA,ORIYA RAMOUTI,VELAHI VERNA,Iron,1/4/2012
ASSAM,CHIRANG,MANIKPUR,BAGHMARA CHOURAGURI,3801 SISU BARI N0-1,PACHIM PARA,Iron,1/4/2009
ASSAM,HAILAKANDI,LALA,NEMAICHANDPUR,NITYANANDAPUR PT I,BALIUNA,Iron,1/4/2009
BIHAR,JAMUI,JHAJHA,TELWA BAZAR,TELWA BAZAR,DUMAKAWA,Fluoride,1/4/2010
BIHAR,MADHEPURA,SINGHESHWAR,GOURI PUR,GAURIPUR,BAKHO TOLA,Iron,1/4/2009
GUJARAT,DOHAD  ,DEVGAD BARIYA,KHADANIYA,KALIA KUWA,GAMTAL,Fluoride,1/4/2009
KARNATAKA,BELLARY,SIRUGUPPA,KARUR,BYRAPUR,BYRAPUR,Fluoride,1/4/2011
WEST BENGAL,BANKURA,SIMLAPAL,LAKSHMISAGAR,GOTKANALI,GOTKANALI,Fluoride,1/4/2011
BIHAR,PURNIA,JALALGARH,AHIL GAON,MATIARPUR,DHUNIA TOLA,Iron,1/4/2009
RAJASTHAN,NAGAUR,KUCHAMAN,JIJOT,DEONAGAR,DEONAGAR,Salinity,1/4/2010
BIHAR,SAHARSA,MAHISHI,PASSAT BAR,JHITKI,HARIJAN TOLA,Iron,1/4/2012
RAJASTHAN,JALOR,RANIWARA,ROPASI,ROPSI,LAXAMNA REBARI DHANI,Fluoride,1/4/2012
BIHAR,PURNIA,DAGARUA,ECHALO,HARAHI,FAGU TOLA,Iron,1/4/2012
RAJASTHAN,BARMER,BAITU,BAITU BHOPJI,RAMSARIYA,GORASIYA,Salinity,1/4/2011
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,BAGHAWA,BAGHWA,TIER TOLA,Iron,1/4/2011
RAJASTHAN,KOTA,ITAWA,BAGLI,GUWADI,GUWADI,Salinity,1/4/2009
RAJASTHAN,NAGAUR,PARBATSAR,KHOKHAR,CHARNAWAS,LOKWAL KI DHANI,Salinity,1/4/2010
BIHAR,KISHANGANJ,TERHAGACHH,MATYARI,KHARRA,MASZID TOLA,Iron,1/4/2011
KARNATAKA,DAVANGERE,CHANNAGIRI,KATTALAGERE,KATTALAGERE,KATTALAGERE,Fluoride,1/4/2010
ASSAM,JORHAT,MAJULI,DAKHINPAT,DOKHINPAT SATRA,DAKHINPAT  KALITA,Iron,1/4/2009
ASSAM,JORHAT,TITABAR,KACHUKHAT,KACHUKHAT LAKHERAJ,MAJI  LINE,Iron,1/4/2011
RAJASTHAN,JODHPUR,OSIAN,TAPU,HADMAN SAGAR,SHANGI JATO KD,Fluoride,1/4/2009
MADHYA PRADESH,SEONI,CHHAPARA,TINSA,GAHRANALA RYT,GEHRA NALLAH,Fluoride,1/4/2009
ORISSA,KANDHAMAL,G.UDAYAGIRI,LINGAGADA,NILUNGIA,NILUNGIA,Iron,1/4/2009
MADHYA PRADESH,ALIRAJPUR,JOBAT,NEHTADA,NEHTADA,LOHAR,Fluoride,1/4/2012
WEST BENGAL,NORTH 24 PARAGANAS,GAIGHATA,DHARAMPUR-I,PATABUKA,PATABUKA,Arsenic,1/4/2012
BIHAR,BEGUSARAI,BALIA,PAHARPUR,KASIPUR,HARIJAN TOL,Iron,1/4/2012
BIHAR,PURNIA,RUPAULI,TELDIHA,TELDIHA,MANDAL TOLA,Iron,1/4/2010
ASSAM,NAGAON,BAJIAGAON,MOWAMARI,GARUMARA NO-2,BATOMARI BASTI,Iron,1/4/2012
BIHAR,PURNIA,DAGARUA,BABHANI,SAHAWA,SUHABA,Iron,1/4/2010
RAJASTHAN,JODHPUR,SHERGARH,SHERGARH,RAMNAGAR,CHOWANO RAJPUTO KD,Salinity,1/4/2010
MADHYA PRADESH,RAJGARH,BIAORA,AMARGARH,BARKHEDI,BAR KHEDI,Fluoride,1/4/2009
RAJASTHAN,JODHPUR,SHERGARH,SOLANKIYA TALA,PADAMGARH,GARURO KD,Salinity,1/4/2010
RAJASTHAN,KOTA,SULTANPUR,KISHORPURA,JAKHROND,JAKDON,Salinity,1/4/2010
BIHAR,LAKHISARAI,LAKHISARAI,AMHARA,AMAHARA,HARIJAN TOLA,Arsenic,1/4/2011
ORISSA,CUTTACK,SALIPUR,CHANDRADEIPUR,CHANDRADEIPUR,BAID SAHI,Iron,1/4/2010
TAMIL NADU,NAMAKKAL,VENNATHUR,SEMMANDAPATYY,SEMMANDAPATTI,DEVENDRARSTREET,Salinity,1/4/2010
ASSAM,TINSUKIA,KAKAPATHAR,TONGONA,JENGANI GAON,NAMONI JENGONI,Iron,1/4/2009
